"","year","tourn_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","w_serveperc","l_serveperc","w_secondserve","l_secondserve","tour"
"333","2015","580","Australian Open","Hard",128,"G",20150119,127,104925,1,NA,"Novak Djokovic","R",188,"SRB",27.6632443532,104918,6,NA,"Andy Murray","R",190,"GBR",27.6824093087,"7-6(5) 6-7(4) 6-3 6-0",5,"F",219,9,1,136,81,48,34,20,7,12,10,3,118,77,50,14,19,7,16,1,11405,6,4675,0.595588235294118,0.652542372881356,0.981818181818182,0.926829268292683,"ATP"
"334","2015","520","Roland Garros","Clay",128,"G",20150524,24,104545,16,NA,"John Isner","R",206,"USA",30.0780287474,104312,NA,NA,"Andreas Seppi","R",190,"ITA",31.2553045859,"7-5 6-2 6-3",5,"R128",101,21,0,87,65,49,11,15,2,4,2,6,93,56,35,15,14,8,14,16,1980,39,1100,0.747126436781609,0.602150537634409,1,0.837837837837838,"ATP"
"335","2015","520","Roland Garros","Clay",128,"G",20150524,76,104871,NA,NA,"Jeremy Chardy","R",188,"FRA",28.2792607803,104545,16,NA,"John Isner","R",206,"USA",30.0780287474,"6-4 4-6 6-3 6-3",5,"R64",143,10,2,107,80,63,12,19,3,5,15,1,110,79,52,15,19,5,10,45,985,16,1980,0.747663551401869,0.718181818181818,0.925925925925926,0.967741935483871,"ATP"
"336","2015","520","Roland Garros","Clay",128,"G",20150524,98,104755,20,NA,"Richard Gasquet","R",185,"FRA",28.9336071184,104731,15,NA,"Kevin Anderson","R",203,"RSA",29.0184804928,"4-6 7-6(4) 7-5 6-4",5,"R32",213,3,3,144,81,62,37,22,12,13,22,3,145,104,76,18,22,10,12,21,1625,17,1970,0.5625,0.717241379310345,0.952380952380952,0.926829268292683,"ATP"
"337","2015","520","Roland Garros","Clay",128,"G",20150524,102,104871,NA,NA,"Jeremy Chardy","R",188,"FRA",28.2792607803,105676,17,NA,"David Goffin","R",163,"BEL",24.462696783,"6-3 6-4 6-2",5,"R32",105,5,0,85,59,41,16,14,2,4,3,0,80,51,31,13,13,5,11,45,985,18,1835,0.694117647058824,0.6375,1,1,"ATP"
"338","2015","520","Roland Garros","Clay",128,"G",20150524,113,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.0082135524,104755,20,NA,"Richard Gasquet","R",185,"FRA",28.9336071184,"6-1 6-2 6-3",5,"R16",120,4,0,80,61,42,13,12,8,9,4,1,94,55,35,10,12,16,23,1,13845,21,1625,0.7625,0.585106382978723,1,0.974358974358974,"ATP"
"339","2015","520","Roland Garros","Clay",128,"G",20150524,115,104918,3,NA,"Andy Murray","R",190,"GBR",28.0273785079,104871,NA,NA,"Jeremy Chardy","R",188,"FRA",28.2792607803,"6-4 3-6 6-3 6-2",5,"R16",171,4,2,104,65,49,16,18,2,6,4,10,129,79,51,20,18,9,16,3,7040,45,985,0.625,0.612403100775194,0.948717948717949,0.8,"ATP"
"340","2015","520","Roland Garros","Clay",128,"G",20150524,116,103970,7,NA,"David Ferrer","R",175,"ESP",33.144421629,105227,9,NA,"Marin Cilic","R",198,"CRO",26.6529774127,"6-2 6-2 6-4",5,"R16",110,2,3,77,49,38,17,13,4,4,6,3,86,51,32,16,13,6,11,8,4490,10,3370,0.636363636363636,0.593023255813954,0.892857142857143,0.914285714285714,"ATP"
"341","2015","520","Roland Garros","Clay",128,"G",20150524,118,104542,14,NA,"Jo-Wilfried Tsonga","R",188,"FRA",30.1026694045,104607,4,NA,"Tomas Berdych","R",196,"CZE",29.6837782341,"6-3 6-2 6-7(5) 6-3",5,"R16",178,13,4,121,79,61,24,20,2,4,7,2,107,62,43,23,18,4,10,15,2045,4,5230,0.652892561983471,0.579439252336449,0.904761904761905,0.955555555555556,"ATP"
"342","2015","520","Roland Garros","Clay",128,"G",20150524,119,104527,8,NA,"Stan Wawrinka","R",183,"SUI",30.1574264203,104468,12,NA,"Gilles Simon","R",183,"FRA",30.4065708419,"6-1 6-4 6-2",5,"R16",111,5,4,80,34,27,27,13,2,3,3,7,87,37,23,23,12,14,20,9,3845,13,2210,0.425,0.425287356321839,0.91304347826087,0.86,"ATP"
"343","2015","520","Roland Garros","Clay",128,"G",20150524,120,103819,2,NA,"Roger Federer","R",185,"SUI",33.7932922656,104792,13,NA,"Gael Monfils","R",193,"FRA",28.7282683094,"6-3 4-6 6-4 6-1",5,"R16",130,2,1,100,61,45,25,18,2,4,6,4,122,76,47,21,18,7,13,2,9235,14,2065,0.61,0.622950819672131,0.974358974358974,0.91304347826087,"ATP"
"344","2015","520","Roland Garros","Clay",128,"G",20150524,121,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.0082135524,104745,6,NA,"Rafael Nadal","L",185,"ESP",28.9746748802,"7-5 6-3 6-1",5,"QF",146,3,0,80,50,38,18,14,3,5,3,2,93,56,33,14,14,11,18,1,13845,7,4570,0.625,0.602150537634409,1,0.945945945945946,"ATP"
"345","2015","520","Roland Garros","Clay",128,"G",20150524,122,104918,3,NA,"Andy Murray","R",190,"GBR",28.0273785079,103970,7,NA,"David Ferrer","R",175,"ESP",33.144421629,"7-6(4) 6-2 5-7 6-1",5,"QF",196,9,2,126,73,57,22,20,6,11,2,11,124,69,47,19,19,8,16,3,7040,8,4490,0.579365079365079,0.556451612903226,0.962264150943396,0.8,"ATP"
"346","2015","520","Roland Garros","Clay",128,"G",20150524,123,104542,14,NA,"Jo-Wilfried Tsonga","R",188,"FRA",30.1026694045,105453,5,NA,"Kei Nishikori","R",178,"JPN",25.401779603,"6-1 6-4 4-6 3-6 6-3",5,"QF",225,10,1,118,72,60,23,23,3,7,5,6,160,106,71,23,22,13,19,15,2045,5,5220,0.610169491525424,0.6625,0.978260869565217,0.888888888888889,"ATP"
"347","2015","520","Roland Garros","Clay",128,"G",20150524,124,104527,8,NA,"Stan Wawrinka","R",183,"SUI",30.1574264203,103819,2,NA,"Roger Federer","R",185,"SUI",33.7932922656,"6-4 6-3 7-6(4)",5,"QF",129,4,0,92,50,44,26,15,4,4,7,0,112,71,48,23,16,5,8,9,3845,2,9235,0.543478260869565,0.633928571428571,1,1,"ATP"
"348","2015","520","Roland Garros","Clay",128,"G",20150524,125,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.0082135524,104918,3,NA,"Andy Murray","R",190,"GBR",28.0273785079,"6-3 6-3 5-7 5-7 6-1",5,"SF",249,8,2,141,98,67,29,25,1,4,12,1,149,98,63,28,24,13,19,1,13845,3,7040,0.695035460992908,0.657718120805369,0.953488372093023,0.980392156862745,"ATP"
"349","2015","520","Roland Garros","Clay",128,"G",20150524,126,104527,8,NA,"Stan Wawrinka","R",183,"SUI",30.1574264203,104542,14,NA,"Jo-Wilfried Tsonga","R",188,"FRA",30.1026694045,"6-3 6-7(1) 7-6(3) 6-4",5,"SF",226,15,6,157,82,62,44,22,16,17,8,2,147,102,73,25,21,12,15,9,3845,15,2045,0.522292993630573,0.693877551020408,0.92,0.955555555555556,"ATP"
"350","2015","520","Roland Garros","Clay",128,"G",20150524,127,104527,8,NA,"Stan Wawrinka","R",183,"SUI",30.1574264203,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.0082135524,"4-6 6-4 6-3 6-4",5,"F",192,9,3,126,84,64,21,20,8,10,6,0,128,83,52,24,19,11,15,9,3845,1,13845,0.666666666666667,0.6484375,0.928571428571429,1,"ATP"
"351","2015","540","Wimbledon","Grass",128,"G",20150629,1,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.1040383299,104259,NA,NA,"Philipp Kohlschreiber","R",178,"GER",31.7015742642,"6-4 6-4 6-4",5,"R128",NA,12,1,84,61,46,13,15,7,9,6,4,103,66,42,17,15,7,12,1,13845,33,1195,0.726190476190476,0.640776699029126,0.956521739130435,0.891891891891892,"ATP"
"352","2015","540","Wimbledon","Grass",128,"G",20150629,49,104607,6,NA,"Tomas Berdych","R",196,"CZE",29.7796030116,104871,NA,NA,"Jeremy Chardy","R",188,"FRA",28.3750855578,"6-2 6-7(8) 7-6(3) 7-6(5)",5,"R128",NA,16,2,136,89,78,27,22,4,5,19,3,156,108,85,21,22,7,10,6,5050,38,1120,0.654411764705882,0.692307692307692,0.957446808510638,0.9375,"ATP"
"353","2015","540","Wimbledon","Grass",128,"G",20150629,74,104269,NA,NA,"Fernando Verdasco","L",188,"ESP",31.6194387406,106233,32,NA,"Dominic Thiem","R",185,"AUT",21.8179329227,"5-7 6-4 5-7 6-3 6-4",5,"R64",NA,17,12,164,90,73,40,27,9,12,12,3,150,76,53,49,26,7,11,43,1045,30,1235,0.548780487804878,0.506666666666667,0.837837837837838,0.959459459459459,"ATP"
"354","2015","540","Wimbledon","Grass",128,"G",20150629,96,103819,2,NA,"Roger Federer","R",185,"SUI",33.8891170431,105023,NA,NA,"Sam Querrey","R",198,"USA",27.7262149213,"6-4 6-2 6-2",5,"R64",NA,6,2,77,47,37,19,13,2,2,7,2,79,45,32,15,13,7,12,2,9665,36,1140,0.61038961038961,0.569620253164557,0.933333333333333,0.941176470588235,"ATP"
"355","2015","540","Wimbledon","Grass",128,"G",20150629,99,105227,9,NA,"Marin Cilic","R",198,"CRO",26.7488021903,104545,17,NA,"John Isner","R",206,"USA",30.173853525,"7-6(4) 6-7(6) 6-4 6-7(4) 12-10",5,"R32",NA,35,5,195,125,110,40,34,4,5,37,3,242,175,133,28,34,7,10,9,3540,17,1890,0.641025641025641,0.723140495867769,0.928571428571429,0.955223880597015,"ATP"
"356","2015","540","Wimbledon","Grass",128,"G",20150629,101,104527,4,NA,"Stan Wawrinka","R",183,"SUI",30.2532511978,104269,NA,NA,"Fernando Verdasco","L",188,"ESP",31.6194387406,"6-4 6-3 6-4",5,"R32",NA,14,3,87,55,48,17,15,4,4,6,12,97,52,38,22,14,13,16,4,5790,43,1045,0.632183908045977,0.536082474226804,0.90625,0.733333333333333,"ATP"
"357","2015","540","Wimbledon","Grass",128,"G",20150629,103,104755,21,NA,"Richard Gasquet","R",185,"FRA",29.029431896,105777,11,NA,"Grigor Dimitrov","R",188,"BUL",24.1204654346,"6-3 6-4 6-4",5,"R32",NA,3,5,100,56,47,23,15,5,5,11,2,72,47,35,15,14,1,4,20,1610,11,2600,0.56,0.652777777777778,0.886363636363636,0.92,"ATP"
"358","2015","540","Wimbledon","Grass",128,"G",20150629,108,104918,3,NA,"Andy Murray","R",190,"GBR",28.1232032854,104312,25,NA,"Andreas Seppi","R",190,"ITA",31.3511293634,"6-2 6-2 1-6 6-1",5,"R32",NA,10,3,94,60,42,18,15,7,10,4,2,91,56,31,16,15,5,12,3,7450,27,1280,0.638297872340426,0.615384615384615,0.911764705882353,0.942857142857143,"ATP"
"359","2015","540","Wimbledon","Grass",128,"G",20150629,110,104468,12,NA,"Gilles Simon","R",183,"FRA",30.5023956194,104792,18,NA,"Gael Monfils","R",193,"FRA",28.8240930869,"3-6 6-3 7-6(6) 2-6 6-2",5,"R32",NA,2,2,157,104,66,29,23,7,12,20,4,159,112,75,20,23,7,12,13,2435,18,1885,0.662420382165605,0.70440251572327,0.962264150943396,0.914893617021277,"ATP"
"360","2015","540","Wimbledon","Grass",128,"G",20150629,113,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.1040383299,104731,14,NA,"Kevin Anderson","R",203,"RSA",29.1143052704,"6-7(6) 6-7(6) 6-1 6-4 7-5",5,"R16",NA,13,4,170,116,86,37,27,7,8,40,8,168,98,81,29,26,3,8,1,13845,14,2090,0.682352941176471,0.583333333333333,0.925925925925926,0.885714285714286,"ATP"
"361","2015","540","Wimbledon","Grass",128,"G",20150629,115,104527,4,NA,"Stan Wawrinka","R",183,"SUI",30.2532511978,105676,16,NA,"David Goffin","R",163,"BEL",24.5585215606,"7-6(3) 7-6(7) 6-4",5,"R16",NA,13,6,115,65,54,24,17,2,4,4,2,113,64,47,26,17,2,5,4,5790,15,2010,0.565217391304348,0.566371681415929,0.88,0.959183673469388,"ATP"
"362","2015","540","Wimbledon","Grass",128,"G",20150629,119,104468,12,NA,"Gilles Simon","R",183,"FRA",30.5023956194,104607,6,NA,"Tomas Berdych","R",196,"CZE",29.7796030116,"6-3 6-3 6-2",5,"R16",NA,3,2,73,44,35,19,13,1,1,10,3,77,45,34,10,13,8,13,13,2435,6,5050,0.602739726027397,0.584415584415584,0.931034482758621,0.90625,"ATP"
"363","2015","540","Wimbledon","Grass",128,"G",20150629,120,103819,2,NA,"Roger Federer","R",185,"SUI",33.8891170431,105138,20,NA,"Roberto Bautista Agut","R",183,"ESP",27.2060232717,"6-2 6-2 6-3",5,"R16",NA,7,0,56,38,35,13,12,0,0,2,0,84,56,30,15,13,7,13,2,9665,22,1545,0.678571428571429,0.666666666666667,1,1,"ATP"
"364","2015","540","Wimbledon","Grass",128,"G",20150629,121,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.1040383299,105227,9,NA,"Marin Cilic","R",198,"CRO",26.7488021903,"6-4 6-4 6-4",5,"QF",NA,4,1,81,58,46,17,15,0,0,8,0,83,46,35,18,15,2,5,1,13845,9,3540,0.716049382716049,0.55421686746988,0.956521739130435,1,"ATP"
"365","2015","540","Wimbledon","Grass",128,"G",20150629,122,104755,21,NA,"Richard Gasquet","R",185,"FRA",29.029431896,104527,4,NA,"Stan Wawrinka","R",183,"SUI",30.2532511978,"6-4 4-6 3-6 6-4 11-9",5,"QF",NA,6,4,160,107,79,35,29,5,9,22,1,163,99,77,35,30,4,9,20,1610,4,5790,0.66875,0.607361963190184,0.924528301886792,0.984375,"ATP"
"366","2015","540","Wimbledon","Grass",128,"G",20150629,124,103819,2,NA,"Roger Federer","R",185,"SUI",33.8891170431,104468,12,NA,"Gilles Simon","R",183,"FRA",30.5023956194,"6-3 7-5 6-2",5,"QF",NA,11,1,75,55,44,12,15,0,1,1,2,83,48,29,19,14,3,8,2,9665,13,2435,0.733333333333333,0.578313253012048,0.95,0.942857142857143,"ATP"
"367","2015","540","Wimbledon","Grass",128,"G",20150629,125,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.1040383299,104755,21,NA,"Richard Gasquet","R",185,"FRA",29.029431896,"7-6(2) 6-4 6-4",5,"SF",NA,12,2,98,74,58,11,16,3,4,6,6,113,58,38,30,16,5,8,1,13845,20,1610,0.755102040816326,0.513274336283186,0.916666666666667,0.890909090909091,"ATP"
"368","2015","540","Wimbledon","Grass",128,"G",20150629,126,103819,2,NA,"Roger Federer","R",185,"SUI",33.8891170431,104918,3,NA,"Andy Murray","R",190,"GBR",28.1232032854,"7-5 7-5 6-4",5,"SF",NA,20,1,91,69,58,12,17,1,1,12,1,107,79,56,14,17,7,10,2,9665,3,7450,0.758241758241758,0.738317757009346,0.954545454545455,0.964285714285714,"ATP"
"369","2015","540","Wimbledon","Grass",128,"G",20150629,127,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.1040383299,103819,2,NA,"Roger Federer","R",185,"SUI",33.8891170431,"7-6(1) 6-7(10) 6-4 6-3",5,"F",NA,13,1,145,95,70,30,21,6,7,14,3,141,94,70,23,22,6,10,1,13845,2,9665,0.655172413793103,0.666666666666667,0.98,0.936170212765957,"ATP"
"370","2015","560","US Open","Hard",128,"G",20150831,69,105683,10,NA,"Milos Raonic","R",196,"CAN",24.6762491444,104269,NA,NA,"Fernando Verdasco","L",188,"ESP",31.7919233402,"6-2 6-4 6-7(5) 7-6(1)",5,"R64",NA,16,7,127,78,63,33,21,4,4,15,5,127,85,62,24,21,4,7,10,2880,42,1020,0.614173228346457,0.669291338582677,0.857142857142857,0.880952380952381,"ATP"
"371","2015","560","US Open","Hard",128,"G",20150831,93,104545,13,NA,"John Isner","R",206,"USA",30.3463381246,104022,NA,NA,"Mikhail Youzhny","R",183,"RUS",33.18275154,"6-3 6-4 6-4",5,"R64",NA,18,5,86,50,42,23,15,2,2,7,4,72,43,35,16,14,5,8,13,2235,93,546,0.581395348837209,0.597222222222222,0.861111111111111,0.862068965517241,"ATP"
"372","2015","560","US Open","Hard",128,"G",20150831,97,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.2765229295,104312,25,NA,"Andreas Seppi","R",190,"ITA",31.523613963,"6-3 7-5 7-5",5,"R32",NA,11,3,91,61,47,17,17,5,7,5,3,109,59,40,26,16,7,12,1,14865,25,1430,0.67032967032967,0.541284403669725,0.9,0.94,"ATP"
"373","2015","560","US Open","Hard",128,"G",20150831,98,105138,23,NA,"Roberto Bautista Agut","R",183,"ESP",27.3785078713,105676,14,NA,"David Goffin","R",163,"BEL",24.7310061602,"2-6 5-7 6-3 3-1 RET",5,"R32",NA,9,7,103,46,33,31,17,3,6,11,6,103,61,47,18,17,6,10,23,1510,15,2130,0.446601941747573,0.592233009708738,0.87719298245614,0.857142857142857,"ATP"
"374","2015","560","US Open","Hard",128,"G",20150831,99,103852,18,NA,"Feliciano Lopez","L",188,"ESP",33.9438740589,105683,10,NA,"Milos Raonic","R",196,"CAN",24.6762491444,"6-2 7-6(4) 6-3",5,"R32",NA,16,2,95,63,51,19,15,4,4,12,7,110,63,45,22,14,10,13,19,1665,10,2880,0.663157894736842,0.572727272727273,0.9375,0.851063829787234,"ATP"
"375","2015","560","US Open","Hard",128,"G",20150831,100,104926,32,NA,"Fabio Fognini","R",178,"ITA",28.2710472279,104745,8,NA,"Rafael Nadal","L",185,"ESP",29.2429842574,"3-6 4-6 6-4 6-3 6-4",5,"R32",NA,2,7,167,102,64,31,24,11,19,5,2,139,93,63,17,24,7,16,32,1165,8,3680,0.610778443113772,0.669064748201439,0.892307692307692,0.956521739130435,"ATP"
"376","2015","560","US Open","Hard",128,"G",20150831,104,104871,27,NA,"Jeremy Chardy","R",188,"FRA",28.5475701574,103970,7,NA,"David Ferrer","R",175,"ESP",33.4127310062,"7-6(6) 4-6 6-3 6-1",5,"R32",NA,10,8,112,71,50,19,19,3,8,1,3,113,73,45,17,19,4,12,27,1300,7,3695,0.633928571428571,0.646017699115044,0.804878048780488,0.925,"ATP"
"377","2015","560","US Open","Hard",128,"G",20150831,107,104731,15,NA,"Kevin Anderson","R",203,"RSA",29.28678987,106233,20,NA,"Dominic Thiem","R",185,"AUT",21.9904175222,"6-3 7-6(3) 7-6(3)",5,"R32",NA,16,1,114,76,60,24,17,5,5,4,3,105,54,44,29,16,4,5,14,2160,20,1645,0.666666666666667,0.514285714285714,0.973684210526316,0.941176470588235,"ATP"
"378","2015","560","US Open","Hard",128,"G",20150831,112,103819,2,NA,"Roger Federer","R",185,"SUI",34.0616016427,104259,29,NA,"Philipp Kohlschreiber","R",178,"GER",31.8740588638,"6-3 6-4 6-4",5,"R32",NA,5,4,83,50,36,18,15,2,4,1,5,72,44,31,15,14,3,8,2,9065,29,1230,0.602409638554217,0.611111111111111,0.878787878787879,0.821428571428571,"ATP"
"379","2015","560","US Open","Hard",128,"G",20150831,113,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.2765229295,105138,23,NA,"Roberto Bautista Agut","R",183,"ESP",27.3785078713,"6-3 4-6 6-4 6-3",5,"R16",NA,8,2,123,75,52,25,19,4,8,4,2,117,69,40,24,19,7,14,1,14865,23,1510,0.609756097560976,0.58974358974359,0.958333333333333,0.958333333333333,"ATP"
"380","2015","560","US Open","Hard",128,"G",20150831,114,103852,18,NA,"Feliciano Lopez","L",188,"ESP",33.9438740589,104926,32,NA,"Fabio Fognini","R",178,"ITA",28.2710472279,"6-3 7-6(5) 6-1",5,"R16",NA,6,3,89,49,40,25,15,4,5,8,6,84,51,30,20,13,3,7,19,1665,32,1165,0.550561797752809,0.607142857142857,0.925,0.818181818181818,"ATP"
"381","2015","560","US Open","Hard",128,"G",20150831,116,105227,9,NA,"Marin Cilic","R",198,"CRO",26.9212867899,104871,27,NA,"Jeremy Chardy","R",188,"FRA",28.5475701574,"6-3 2-6 7-6(2) 6-1",5,"R16",NA,23,2,117,68,57,24,19,5,7,11,11,97,55,44,18,17,2,5,9,3550,27,1300,0.581196581196581,0.56701030927835,0.959183673469388,0.738095238095238,"ATP"
"382","2015","560","US Open","Hard",128,"G",20150831,118,104731,15,NA,"Kevin Anderson","R",203,"RSA",29.28678987,104918,3,NA,"Andy Murray","R",190,"GBR",28.295687885,"7-6(5) 6-3 6-7(2) 7-6(0)",5,"R16",NA,26,6,171,110,87,25,23,8,11,19,3,148,87,66,27,22,5,9,14,2160,3,8840,0.64327485380117,0.587837837837838,0.901639344262295,0.950819672131147,"ATP"
"383","2015","560","US Open","Hard",128,"G",20150831,119,104755,12,NA,"Richard Gasquet","R",185,"FRA",29.2019164956,104607,6,NA,"Tomas Berdych","R",196,"CZE",29.9520876112,"2-6 6-3 6-4 6-1",5,"R16",NA,12,3,105,68,51,20,17,6,8,12,2,104,61,41,21,17,5,10,12,2240,6,5230,0.647619047619048,0.586538461538462,0.918918918918919,0.953488372093023,"ATP"
"384","2015","560","US Open","Hard",128,"G",20150831,120,103819,2,NA,"Roger Federer","R",185,"SUI",34.0616016427,104545,13,NA,"John Isner","R",206,"USA",30.3463381246,"7-6(0) 7-6(6) 7-5",5,"R16",NA,13,1,111,65,54,33,18,5,5,17,1,133,91,63,22,18,9,10,2,9065,13,2235,0.585585585585586,0.684210526315789,0.978260869565217,0.976190476190476,"ATP"
"385","2015","560","US Open","Hard",128,"G",20150831,121,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.2765229295,103852,18,NA,"Feliciano Lopez","L",188,"ESP",33.9438740589,"6-1 3-6 6-3 7-6(2)",5,"QF",NA,9,0,117,68,52,33,19,5,6,13,6,116,60,46,30,18,5,8,1,14865,19,1665,0.581196581196581,0.517241379310345,1,0.892857142857143,"ATP"
"386","2015","560","US Open","Hard",128,"G",20150831,122,105227,9,NA,"Marin Cilic","R",198,"CRO",26.9212867899,104542,19,NA,"Jo-Wilfried Tsonga","R",188,"FRA",30.3709787817,"6-4 6-4 3-6 6-7(3) 6-4",5,"QF",NA,29,5,157,91,71,43,25,9,10,14,11,176,106,78,40,26,11,14,9,3550,18,1675,0.579617834394904,0.602272727272727,0.924242424242424,0.842857142857143,"ATP"
"387","2015","560","US Open","Hard",128,"G",20150831,123,104527,5,NA,"Stan Wawrinka","R",183,"SUI",30.4257357974,104731,15,NA,"Kevin Anderson","R",203,"RSA",29.28678987,"6-4 6-4 6-0",5,"QF",NA,6,2,66,32,30,23,13,1,1,12,9,82,47,33,13,13,3,8,5,5710,14,2160,0.484848484848485,0.573170731707317,0.941176470588235,0.742857142857143,"ATP"
"388","2015","560","US Open","Hard",128,"G",20150831,124,103819,2,NA,"Roger Federer","R",185,"SUI",34.0616016427,104755,12,NA,"Richard Gasquet","R",185,"FRA",29.2019164956,"6-3 6-3 6-1",5,"QF",NA,16,2,70,53,46,8,13,0,0,1,2,73,44,27,12,12,8,13,2,9065,12,2240,0.757142857142857,0.602739726027397,0.882352941176471,0.931034482758621,"ATP"
"389","2015","560","US Open","Hard",128,"G",20150831,125,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.2765229295,105227,9,NA,"Marin Cilic","R",198,"CRO",26.9212867899,"6-0 6-1 6-2",5,"SF",NA,3,1,56,37,28,15,11,0,1,4,5,66,30,18,8,10,6,14,1,14865,9,3550,0.660714285714286,0.454545454545455,0.947368421052632,0.861111111111111,"ATP"
"390","2015","560","US Open","Hard",128,"G",20150831,126,103819,2,NA,"Roger Federer","R",185,"SUI",34.0616016427,104527,5,NA,"Stan Wawrinka","R",183,"SUI",30.4257357974,"6-4 6-3 6-1",5,"SF",NA,10,2,77,50,40,17,13,4,4,6,1,78,38,22,20,13,6,11,2,9065,5,5710,0.649350649350649,0.487179487179487,0.925925925925926,0.975,"ATP"
"391","2015","560","US Open","Hard",128,"G",20150831,127,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.2765229295,103819,2,NA,"Roger Federer","R",185,"SUI",34.0616016427,"6-4 5-7 6-4 6-4",5,"F",NA,3,5,155,96,63,32,21,19,23,11,5,137,87,62,23,21,7,13,1,14865,2,9065,0.619354838709677,0.635036496350365,0.915254237288136,0.9,"ATP"
"392","2016","580","Australian Open","Hard",128,"G",20160118,115,105453,7,NA,"Kei Nishikori","R",178,"JPN",26.0533880903,104259,NA,NA,"Philipp Kohlschreiber","R",178,"GER",32.257357974,"6-4 6-3 6-3",5,"R128",115,5,3,77,46,38,20,14,0,0,8,4,96,65,44,11,14,4,8,7,4235,34,1185,0.597402597402597,0.677083333333333,0.903225806451613,0.870967741935484,"ATP"
"393","2016","580","Australian Open","Hard",128,"G",20160118,132,104269,NA,NA,"Fernando Verdasco","L",188,"ESP",32.1752224504,104745,5,NA,"Rafael Nadal","L",185,"ESP",29.6262833676,"7-6 4-6 3-6 7-6 6-2",5,"R128",281,20,10,192,118,85,33,27,10,16,7,6,170,108,75,31,26,10,15,45,900,5,5230,0.614583333333333,0.635294117647059,0.864864864864865,0.903225806451613,"ATP"
"394","2016","580","Australian Open","Hard",128,"G",20160118,196,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.6598220397,104312,28,NA,"Andreas Seppi","R",190,"ITA",31.9069130732,"6-1 7-5 7-6",5,"R32",141,9,2,103,74,56,18,16,3,3,5,0,96,55,44,16,16,3,6,1,16790,29,1290,0.718446601941748,0.572916666666667,0.931034482758621,1,"ATP"
"395","2016","580","Australian Open","Hard",128,"G",20160118,200,103819,3,NA,"Roger Federer","R",185,"SUI",34.4449007529,105777,27,NA,"Grigor Dimitrov","R",188,"BUL",24.6762491444,"6-4 3-6 6-1 6-4",5,"R32",160,13,5,112,69,52,24,18,5,6,8,3,126,76,48,27,18,11,15,3,8165,28,1420,0.616071428571429,0.603174603174603,0.883720930232558,0.94,"ATP"
"396","2016","580","Australian Open","Hard",128,"G",20160118,201,105676,15,NA,"David Goffin","R",163,"BEL",25.1143052704,106233,19,NA,"Dominic Thiem","R",185,"AUT",22.3737166324,"6-1 3-6 7-6 7-5",5,"R32",178,6,8,141,81,62,28,21,9,13,17,6,129,75,50,27,20,6,12,16,1835,20,1645,0.574468085106383,0.581395348837209,0.866666666666667,0.888888888888889,"ATP"
"397","2016","580","Australian Open","Hard",128,"G",20160118,202,105138,24,NA,"Roberto Bautista Agut","R",183,"ESP",27.7618069815,105227,12,NA,"Marin Cilic","R",198,"CRO",27.3045859001,"6-4 7-6 7-5",5,"R32",155,9,3,114,72,56,23,18,3,4,15,5,115,67,52,21,17,8,11,21,1640,13,2405,0.631578947368421,0.582608695652174,0.928571428571429,0.895833333333333,"ATP"
"398","2016","580","Australian Open","Hard",128,"G",20160118,209,104545,10,NA,"John Isner","R",206,"USA",30.7296372348,103852,18,NA,"Feliciano Lopez","L",188,"ESP",34.3271731691,"6-7 7-6 6-2 6-4",5,"R32",173,44,1,124,96,76,21,22,0,0,18,8,143,89,63,31,22,4,7,11,2495,19,1690,0.774193548387097,0.622377622377622,0.964285714285714,0.851851851851852,"ATP"
"399","2016","580","Australian Open","Hard",128,"G",20160118,212,104925,1,NA,"Novak Djokovic","R",188,"SRB",28.6598220397,104468,14,NA,"Gilles Simon","R",183,"FRA",31.0581793292,"6-3 6-7 6-4 4-6 6-3",5,"R16",272,9,1,177,110,77,37,26,14,18,2,4,192,126,87,24,25,19,25,1,16790,15,2145,0.621468926553672,0.65625,0.985074626865672,0.939393939393939,"ATP"
